Store,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSinceMonth_missing,CompetitionOpenSinceYear_missing,CompetitionDistance_missing,StoreType_1,StoreType_2,StoreType_3,StoreType_4,Assortment_1,Assortment_2,Assortment_3
221,13530.0,9.0,2013.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
222,2170.0,11.0,2008.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
223,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
224,7930.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
225,10180.0,5.0,2015.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
226,450.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
227,2370.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
228,10800.0,0.0,0.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
229,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
230,6680.0,9.0,2013.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
231,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
232,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,1,0,0,0,1
233,1890.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
234,4370.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
235,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
236,1000.0,11.0,2007.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
237,1420.0,11.0,2007.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
238,320.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
239,610.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
240,1110.0,5.0,2009.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
241,780.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
242,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
243,310.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
244,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
245,1310.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
246,4660.0,4.0,2013.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
247,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
248,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
249,18010.0,9.0,2014.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
250,3520.0,0.0,0.0,1,18.0,2012.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,1,0,0
251,340.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
252,22330.0,0.0,0.0,1,5.0,2010.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
253,250.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,0,0,1
254,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,1,0,0
255,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov",0,0,0,0,0,1,0,0,0,1
256,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
257,420.0,12.0,2012.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
258,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
259,210.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0
260,540.0,10.0,2011.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
261,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
262,1180.0,5.0,2013.0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0
263,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
264,180.0,3.0,2014.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
265,4580.0,0.0,0.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
266,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
267,2460.0,1.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
268,4520.0,2.0,2014.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
269,60.0,6.0,2015.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
270,1450.0,7.0,2014.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
271,420.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
272,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
273,8480.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
274,3640.0,0.0,0.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,1,0,0,0,1,0
275,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
276,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,1,0,0
277,7840.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
278,9260.0,2.0,2010.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
279,2320.0,0.0,0.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
280,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,0,0,1
281,6970.0,9.0,2011.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
282,1220.0,12.0,2010.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
283,2260.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
284,1290.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
285,2410.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
286,1460.0,4.0,2015.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
287,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,1,0,0
288,800.0,0.0,0.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,1,0,0
289,6540.0,12.0,2007.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
290,4150.0,5.0,2001.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
291,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
292,1100.0,6.0,2009.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
293,140.0,11.0,2007.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
294,3150.0,5.0,2005.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
295,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,1,0,0
296,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
297,2300.0,9.0,2010.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
298,19840.0,7.0,2009.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
299,38630.0,9.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
300,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
301,4510.0,3.0,2015.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
302,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,0,0,1
303,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
304,1950.0,7.0,2015.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
305,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,1,0,0,0,1
306,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
307,18660.0,9.0,2002.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
308,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
309,8740.0,0.0,0.0,1,37.0,2009.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,1,0,0
310,2290.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
311,680.0,7.0,2005.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
312,11300.0,3.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
313,14160.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
314,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
315,38710.0,4.0,2013.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
316,9000.0,8.0,2001.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
317,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
318,32330.0,3.0,2014.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
319,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
320,210.0,9.0,2012.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
321,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,1,0,0,0,1
322,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
323,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
324,13140.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
325,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,0,0,1
326,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,1,0,0
327,1390.0,12.0,2004.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
328,3130.0,7.0,2002.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
329,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,1,0,0
330,370.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
331,670.0,0.0,0.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
332,1840.0,3.0,2006.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
333,3720.0,2.0,2010.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
334,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,0,0,1
335,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,1,0,0,1,0,0
336,190.0,7.0,2014.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
337,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
338,1590.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
339,2280.0,0.0,0.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
340,8080.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
341,190.0,9.0,2011.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
342,15770.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
343,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
344,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
345,120.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
346,8090.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
347,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,0,0,1
348,16490.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
349,1490.0,4.0,2009.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
350,8880.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
351,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
352,6360.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,0,0,1
353,900.0,0.0,0.0,1,14.0,2013.0,"Feb,May,Aug,Nov",0,0,0,0,1,0,0,0,1,0
354,1500.0,10.0,2005.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
355,9720.0,8.0,2013.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
356,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
357,2060.0,10.0,2008.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
358,2890.0,10.0,2003.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
359,4370.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
360,2040.0,6.0,2007.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
361,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,0,0,1,0,0,0,1
362,340.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
363,250.0,9.0,2009.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
364,13620.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
365,2410.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0,0,0,0,0,1,0,1,0,0
366,6470.0,12.0,2004.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
367,2640.0,9.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
368,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
369,5870.0,4.0,2014.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
370,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
371,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
372,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
373,11120.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
374,1150.0,9.0,2007.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
375,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
376,160.0,8.0,2012.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
377,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,0,0,1
378,2140.0,8.0,2012.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
379,6630.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
380,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,1,0,0
381,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
382,26130.0,11.0,2002.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
383,350.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
384,130.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
385,4580.0,9.0,2007.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
386,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
387,210.0,0.0,0.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,1,0,1,0,0
388,2260.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
389,6690.0,8.0,2011.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
390,1600.0,4.0,2009.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
391,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
392,2120.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
393,4820.0,3.0,2008.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
394,10850.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
395,3620.0,2.0,2013.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
396,23130.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
397,130.0,0.0,0.0,1,27.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,0,0,1
398,1540.0,0.0,0.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,0,0,1
399,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
400,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
401,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
402,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,0,0,1
403,4970.0,7.0,2015.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
404,1420.0,0.0,0.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
405,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
406,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
407,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
408,1560.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0,0,0,0,0,1,0,1,0,0
409,840.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
410,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,1,0,1,0,0
411,8460.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
412,4460.0,0.0,0.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
413,760.0,9.0,2014.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
414,6210.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
415,6910.0,4.0,2005.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
416,4650.0,6.0,2014.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
417,840.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
418,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
419,1620.0,9.0,2009.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
420,250.0,0.0,0.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
421,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,1,0,0,0,1
422,2880.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
423,1270.0,5.0,2014.0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0
424,1250.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
425,1460.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
426,250.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
427,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
428,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,1,0,0
429,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
430,12870.0,10.0,2008.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
431,4520.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
432,810.0,5.0,2013.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
433,30030.0,11.0,2010.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
434,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
435,910.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
436,2300.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
437,430.0,0.0,0.0,1,50.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,0,0,1
438,1110.0,0.0,0.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
439,1350.0,9.0,2009.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
440,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,1,0,0
441,2530.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
442,500.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0,0,0,0,0,1,0,1,0,0
443,11400.0,12.0,2005.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
