Store,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSinceMonth_missing,CompetitionOpenSinceYear_missing,CompetitionDistance_missing,StoreType_1,StoreType_2,StoreType_3,StoreType_4,Assortment_1,Assortment_2,Assortment_3
444,1700.0,11.0,2009.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
445,240.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
446,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
447,1510.0,9.0,2013.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
448,3970.0,9.0,2009.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
449,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
450,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,1,0,1,0,0
451,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
452,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,0,0,1
453,75860.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
454,26450.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
455,7660.0,9.0,2010.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
456,140.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
457,13140.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
458,3390.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
459,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
460,34050.0,4.0,2008.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
461,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
462,44320.0,8.0,2008.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
463,4160.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
464,520.0,3.0,2009.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
465,10890.0,4.0,2005.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
466,3110.0,3.0,2003.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
467,20390.0,4.0,2008.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
468,5260.0,9.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
469,710.0,9.0,2005.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
470,50.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
471,5300.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,1,0,0
472,5030.0,8.0,2011.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
473,50.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
474,14810.0,0.0,0.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,1,0,1,0,0
475,140.0,9.0,2005.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
476,8300.0,9.0,2006.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
477,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
478,1940.0,3.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
479,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
480,300.0,11.0,2012.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
481,7470.0,0.0,0.0,1,44.0,2012.0,"Feb,May,Aug,Nov",0,0,0,0,0,1,0,0,0,1
482,2550.0,10.0,2005.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
483,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
484,14300.0,3.0,2011.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
485,3270.0,0.0,0.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
486,2320.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
487,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
488,2890.0,4.0,2014.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
489,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
490,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
491,4680.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,0,0,1
492,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
493,1150.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
494,1260.0,6.0,2011.0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0
495,5470.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
496,2780.0,6.0,2015.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
497,1610.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
498,990.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
499,450.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,0,0,1,0,0,0,1
500,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
501,1620.0,9.0,2006.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
502,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
503,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
504,820.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
505,350.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
506,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
507,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
508,1280.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
509,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
510,8260.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
511,2060.0,9.0,2009.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
512,590.0,0.0,0.0,1,5.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,0,1,0,0,0,1,0
513,400.0,8.0,2013.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
514,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,0,0,1
515,11260.0,0.0,0.0,1,9.0,2011.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
516,20.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
517,22490.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
518,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
519,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,0,0,1
520,6900.0,0.0,0.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
521,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,1,0,0
522,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
523,50.0,11.0,2013.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
524,40860.0,9.0,2013.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
525,1870.0,9.0,2013.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
526,120.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,1,0,0
527,5830.0,4.0,2008.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
528,20620.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
529,12920.0,9.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
530,18160.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
531,4030.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
532,1070.0,8.0,2010.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
533,5950.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
534,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
535,3570.0,4.0,2007.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
536,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,0,0,1
537,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
538,990.0,2.0,2010.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
539,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
540,810.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
541,650.0,7.0,1990.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
542,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
543,1080.0,12.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
544,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
545,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,0,0,1
546,580.0,1.0,2005.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
547,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,0,0,1
548,3760.0,2.0,2009.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
549,2330.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
550,50.0,6.0,2015.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
551,2190.0,9.0,2013.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
552,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
553,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,1,0,0
554,1200.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
555,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,1,0,0
556,1140.0,11.0,2014.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
557,250.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
558,3000.0,2.0,2010.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
559,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,1,0,0
560,1910.0,7.0,2013.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
561,14300.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
562,1210.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1
563,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
564,6540.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
565,160.0,7.0,2007.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
566,3620.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
567,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0,0,0,0,0,1,0,1,0,0
568,4270.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
569,1340.0,9.0,2006.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
570,180.0,11.0,2006.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
571,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
572,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
573,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
574,4400.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
575,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
576,50.0,11.0,2006.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
577,2270.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
578,12700.0,4.0,2013.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
579,20970.0,11.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
580,170.0,2.0,2009.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
581,7250.0,12.0,2013.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
582,120.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
583,2640.0,11.0,2002.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
584,1360.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,1,0,0
585,440.0,4.0,2014.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
586,250.0,10.0,2008.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
587,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
588,15720.0,3.0,2010.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
589,360.0,0.0,0.0,1,18.0,2013.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,0,0,1
590,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
591,3340.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
592,2540.0,6.0,2005.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
593,33060.0,3.0,2010.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
594,1790.0,10.0,2011.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
595,1130.0,6.0,2015.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
596,290.0,9.0,2006.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
597,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,1,0,0
598,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,1,0,0
599,580.0,11.0,2014.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
600,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
601,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
602,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,1,0,0
603,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
604,10950.0,3.0,2014.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
605,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
606,2260.0,11.0,2007.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
607,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
608,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
609,2070.0,9.0,2007.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
610,660.0,1.0,2007.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
611,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
612,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
613,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,1,0,0
614,1160.0,12.0,2012.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
615,730.0,8.0,2007.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
616,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
617,8940.0,0.0,0.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,0,0,1
618,9910.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
619,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
620,5440.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
621,30.0,7.0,2002.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
622,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
623,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
624,6920.0,9.0,2011.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
625,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
626,10740.0,11.0,2013.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
627,3970.0,3.0,2010.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1
628,2180.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
629,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,1,0,0
630,1690.0,4.0,2015.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
631,2870.0,0.0,0.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,0,1,0,0,1
632,3350.0,2.0,2010.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
633,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
634,18610.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
635,27530.0,4.0,2014.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
636,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,1,0,0
637,9790.0,0.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
638,10170.0,11.0,2001.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
639,7780.0,11.0,2006.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
640,8040.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
641,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0,0,0,1,0,0,0,0,0,1
642,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,1,0,0,0,1
643,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
644,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,1,0,0
645,90.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0,0,0,1,0,0,0,1,0,0
646,620.0,9.0,2014.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
647,7420.0,4.0,2013.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
648,2130.0,12.0,2008.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
649,14570.0,11.0,2002.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
650,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
651,200.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
652,20390.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0
653,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
654,6930.0,9.0,2006.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
655,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0,0,0,0,0,0,1,0,0,1
656,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,1,0,0
657,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,1,0,0,0,1
658,520.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",0,0,0,0,0,0,1,0,0,1
659,1590.0,3.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
660,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
661,2140.0,7.0,2013.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
662,1070.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0
663,7860.0,5.0,2005.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
664,1680.0,10.0,2005.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
665,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",0,0,0,1,0,0,0,1,0,0
666,2700.0,0.0,0.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0,0,0,0,0,1,0,0,0,1
667,2870.0,9.0,2012.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
668,1270.0,9.0,2010.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0
